year,actor,actorid,actor_type,conflictid,type,incomp,region,location,gwnoloc,gwnoloc2,gwnoloc3,gwnoloc4,conflictyear,interm,postc,pgm_id,state_prev,ai_prev,hrw_prev,selection,selection_ethnicity,selection_nationality,selection_religion,selection_age,selection_actor,selection_other,male,child,detainee,refugee,timing,timing_month,timing_military,timing_political,timing_errands,timing_search,location_text,location_camp,location_checkpoints,location_detention,location_private,location_school,public_public,public_semipublic,public_private,witness_family,witness_victims,witness_soldiers,witness_other,gang,byproxy,form,
2003,Italy,325,4,218,4,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2004,Italy,325,4,218,4,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1998,Serbia (Yugoslavia),345,1,218,3,1,Europe,Serbia (Yugoslavia),345,0,0,0,1,0,0,-99,0,0,1,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,rape ,
1999,Serbia (Yugoslavia),345,1,218,3,1,Europe,Serbia (Yugoslavia),345,0,0,0,1,0,0,-99,3,1,3,1,Albanian,-99,-99,-99,-99,-99,0,1,0,0,"Summer; first half of the year; during raids on villages, April",4,1,0,0,0,"Djakovica (Gjakova), Pec (Peja), Drenica; local hotels and camps, homes, side of road ; Kosovo; Hotel Karagac; Zur(Zhur)",1,0,1,0,0,1,1,1,1,0,1,refugees,1,0,rape; sexual torture; forced abortion,
2000,Serbia (Yugoslavia),345,1,218,3,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2001,Serbia (Yugoslavia),345,1,218,3,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2002,Serbia (Yugoslavia),345,1,218,3,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2003,Serbia (Yugoslavia),345,1,218,3,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2004,Serbia (Yugoslavia),345,1,218,3,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1999,Greece,350,4,218,4,1,Europe,Serbia (Yugoslavia),345,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2000,Greece,350,4,218,4,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2001,Greece,350,4,218,4,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2002,Greece,350,4,218,4,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2003,Greece,350,4,218,4,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2004,Greece,350,4,218,4,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1999,Norway,385,4,218,4,1,Europe,Serbia (Yugoslavia),345,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2000,Norway,385,4,218,4,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2001,Norway,385,4,218,4,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2002,Norway,385,4,218,4,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2003,Norway,385,4,218,4,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2004,Norway,385,4,218,4,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1999,Denmark,390,4,218,4,1,Europe,Serbia (Yugoslavia),345,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2000,Denmark,390,4,218,4,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2001,Denmark,390,4,218,4,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2002,Denmark,390,4,218,4,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2003,Denmark,390,4,218,4,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2004,Denmark,390,4,218,4,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1999,Iceland,395,4,218,4,1,Europe,Serbia (Yugoslavia),345,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2000,Iceland,395,4,218,4,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2001,Iceland,395,4,218,4,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2002,Iceland,395,4,218,4,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2003,Iceland,395,4,218,4,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2004,Iceland,395,4,218,4,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1999,Turkey,640,4,218,4,1,Europe,Serbia (Yugoslavia),345,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2000,Turkey,640,4,218,4,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2001,Turkey,640,4,218,4,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2002,Turkey,640,4,218,4,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2003,Turkey,640,4,218,4,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2004,Turkey,640,4,218,4,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1998,UCK,1204,3,218,3,1,Europe,Serbia (Yugoslavia),345,0,0,0,1,0,0,-99,0,0,1,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,rape,
1999,UCK,1204,3,218,3,1,Europe,Serbia (Yugoslavia),345,0,0,0,1,0,0,-99,3,1,1,1,-99,"Serb, Roma",-99,-99,-99,-99,0,1,0,0,following Yugoslavia's withdrawal; June,6,0,0,0,0,Drenica Valley; Poduvejo/Podujeve areas; Djakovica; ,0,0,0,0,0,0,0,0,0,0,0,-99,1,0,rape; sexual torture,
2000,UCK,1204,3,218,3,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2001,UCK,1204,3,218,3,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2002,UCK,1204,3,218,3,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2003,UCK,1204,3,218,3,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2004,UCK,1204,3,218,3,1,Europe,Serbia (Yugoslavia),345,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1998,Beli Orlovi (White Eagles),2031,6,218,4,1,Europe,Yugoslavia,345,0,0,0,1,0,0,385,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1999,Beli Orlovi (White Eagles),2031,6,218,4,1,Europe,Yugoslavia,345,0,0,0,1,0,0,385,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2000,Beli Orlovi (White Eagles),2031,6,218,4,1,Europe,Yugoslavia,345,0,0,0,0,0,1,385,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2001,Beli Orlovi (White Eagles),2031,6,218,4,1,Europe,Yugoslavia,345,0,0,0,0,0,1,385,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2002,Beli Orlovi (White Eagles),2031,6,218,4,1,Europe,Yugoslavia,345,0,0,0,0,0,1,385,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2003,Beli Orlovi (White Eagles),2031,6,218,4,1,Europe,Yugoslavia,345,0,0,0,0,0,1,385,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2004,Beli Orlovi (White Eagles),2031,6,218,4,1,Europe,Yugoslavia,345,0,0,0,0,0,1,385,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1998,Red Berets AKA Frenki's Boys AKA Grey Wolves,2225,6,218,4,1,Europe,Yugoslavia,345,0,0,0,1,0,0,357,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1999,Red Berets AKA Frenki's Boys AKA Grey Wolves,2225,6,218,4,1,Europe,Yugoslavia,345,0,0,0,1,0,0,357,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2000,Red Berets AKA Frenki's Boys AKA Grey Wolves,2225,6,218,4,1,Europe,Yugoslavia,345,0,0,0,0,0,1,357,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2001,Red Berets AKA Frenki's Boys AKA Grey Wolves,2225,6,218,4,1,Europe,Yugoslavia,345,0,0,0,0,0,1,357,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2002,Red Berets AKA Frenki's Boys AKA Grey Wolves,2225,6,218,4,1,Europe,Yugoslavia,345,0,0,0,0,0,1,357,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2003,Red Berets AKA Frenki's Boys AKA Grey Wolves,2225,6,218,4,1,Europe,Yugoslavia,345,0,0,0,0,0,1,357,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2004,Red Berets AKA Frenki's Boys AKA Grey Wolves,2225,6,218,4,1,Europe,Yugoslavia,345,0,0,0,0,0,1,357,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1998,Special Operations Unit (JSO),2261,6,218,4,1,Europe,Yugoslavia,345,0,0,0,1,0,0,381,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1999,Special Operations Unit (JSO),2261,6,218,4,1,Europe,Yugoslavia,345,0,0,0,1,0,0,381,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2000,Special Operations Unit (JSO),2261,6,218,4,1,Europe,Yugoslavia,345,0,0,0,0,0,1,381,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2001,Special Operations Unit (JSO),2261,6,218,4,1,Europe,Yugoslavia,345,0,0,0,0,0,1,381,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2002,Special Operations Unit (JSO),2261,6,218,4,1,Europe,Yugoslavia,345,0,0,0,0,0,1,381,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2003,Special Operations Unit (JSO),2261,6,218,4,1,Europe,Yugoslavia,345,0,0,0,0,0,1,381,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2004,Special Operations Unit (JSO),2261,6,218,4,1,Europe,Yugoslavia,345,0,0,0,0,0,1,381,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1989,Ethiopia,530,1,219,3,1,Africa,Ethiopia,530,0,0,0,1,0,0,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1990,Ethiopia,530,1,219,3,1,Africa,Ethiopia,530,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1991,Ethiopia,530,1,219,3,1,Africa,Ethiopia,530,0,0,0,1,0,0,-99,1,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,“in late March”; “in mid-April”; “in the final months of the war”,3; 4,0,0,0,0,"""in Nekemte(Welega region); in Ambo (Shewa region)""",0,0,0,0,0,0,0,0,0,0,0,-99,0,0,rape,
1992,Ethiopia,530,1,219,3,1,Africa,Ethiopia,530,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1993,Ethiopia,530,1,219,3,1,Africa,Ethiopia,530,0,0,0,0,1,0,-99,0,1,-99,1,-99,-99,-99,-99,OLF,-99,0,1,1,0,-99,-99,0,0,0,0,"“in rural areas where OLF forces were operating, such as Wollega region in the west and Hararghe in the east.”; “detained at Debre Zeit (Bishoftu).”  ",0,0,1,0,0,0,0,0,0,0,0,-99,0,0,rape,
1994,Ethiopia,530,1,219,3,1,Africa,Ethiopia,530,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1995,Ethiopia,530,1,219,3,1,Africa,Ethiopia,530,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1996,Ethiopia,530,1,219,3,1,Africa,Ethiopia,530,0,0,0,0,1,0,-99,0,0,1,0,-99,-99,-99,-99,-99,-99,0,0,0,0,“following her short-term detention”; “in May”,5,0,0,0,0,"""in Hegere Mariam""",0,0,0,0,0,0,0,0,0,0,0,-99,0,0,rape,
1997,Ethiopia,530,1,219,3,1,Africa,Ethiopia,530,0,0,0,0,1,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1998,Ethiopia,530,1,219,3,1,Africa,Ethiopia,530,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1999,Ethiopia,530,1,219,3,1,Africa,Ethiopia,530,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2000,Ethiopia,530,1,219,3,1,Africa,Ethiopia,530,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2001,Ethiopia,530,1,219,3,1,Africa,Ethiopia,530,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2002,Ethiopia,530,1,219,3,1,Africa,Ethiopia,530,0,0,0,1,0,0,-99,0,1,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,rape,
2003,Ethiopia,530,1,219,3,1,Africa,Ethiopia,530,0,0,0,1,0,0,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2004,Ethiopia,530,1,219,3,1,Africa,Ethiopia,530,0,0,0,1,0,0,-99,0,0,1,0,-99,-99,-99,-99,-99,-99,1,0,1,0,“in August”,8,0,0,0,0,"""in the Agaro police station; in Nekemte""",0,0,1,0,0,0,0,0,0,0,1,-99,0,0,sexual torture,
2005,Ethiopia,530,1,219,3,1,Africa,Ethiopia,530,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2006,Ethiopia,530,1,219,3,1,Africa,Ethiopia,530,0,0,0,1,0,0,-99,1,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,“on January 23”,1,0,0,0,0,"""in Guduru district""",0,0,0,0,0,0,0,0,0,0,0,-99,0,0,rape,
2007,Ethiopia,530,1,219,3,1,Africa,Ethiopia,530,0,0,0,1,0,0,-99,0,1,1,1,-99,-99,-99,-99,OLF,-99,1,1,1,0,-99,-99,0,0,0,0,"""Harerge central police station""",0,0,1,0,0,0,0,0,0,0,0,-99,0,0,sexual torture,
2008,Ethiopia,530,1,219,3,1,Africa,Ethiopia,530,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2009,Ethiopia,530,1,219,3,1,Africa,Ethiopia,530,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1989,OLF,1404,3,219,3,1,Africa,Ethiopia,530,0,0,0,1,0,0,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1990,OLF,1404,3,219,3,1,Africa,Ethiopia,530,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1991,OLF,1404,3,219,3,1,Africa,Ethiopia,530,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1992,OLF,1404,3,219,3,1,Africa,Ethiopia,530,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1993,OLF,1404,3,219,3,1,Africa,Ethiopia,530,0,0,0,0,1,0,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1994,OLF,1404,3,219,3,1,Africa,Ethiopia,530,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1995,OLF,1404,3,219,3,1,Africa,Ethiopia,530,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1996,OLF,1404,3,219,3,1,Africa,Ethiopia,530,0,0,0,0,1,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1997,OLF,1404,3,219,3,1,Africa,Ethiopia,530,0,0,0,0,1,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1998,OLF,1404,3,219,3,1,Africa,Ethiopia,530,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
